#ignore	\o042																															
#exchange	#	\x20																														


#Record	10 	1880	0 	10 	0 	0 	0 	0 	10 	0 	0 	0 	0 	10 	0 	0 	0 	0 	10 	0 	0 	0 	0 	10 	0 	0 	0 	0 	0 	0 	0	10 
#Record	11 	2672	0 	11 	0 	0 	0 	0 	11 	0 	0 	0 	0 	11 	0 	0 	0 	0 	11 	0 	0 	0 	0 	11 	0 	0 	0 	0 	0 	0 	0	11 
#Record	12 	3736	0 	12 	0 	0 	0 	0 	12 	0 	0 	0 	0 	12 	0 	0 	0 	0 	12 	0 	0 	0 	0 	12 	0 	0 	0 	0 	0 	0 	0	12 
#Record	13 	5120	0 	13 	0 	0 	0 	0 	13 	0 	0 	0 	0 	13 	0 	0 	0 	0 	13 	0 	0 	0 	0 	13 	0 	0 	0 	0 	0 	0 	0	13 
#Record	14 	6877	0 	14 	0 	0 	0 	0 	14 	0 	0 	0 	0 	14 	0 	0 	0 	0 	14 	0 	0 	0 	0 	14 	0 	0 	0 	0 	0 	0 	0	14 
#Record	15 	9132	0 	15 	0 	0 	0 	0 	15 	0 	0 	0 	0 	15 	0 	0 	0 	0 	15 	0 	0 	0 	0 	15 	0 	0 	0 	0 	0 	0 	0	15 
#Record	16 	11967	0 	16 	0 	0 	0 	0 	16 	0 	0 	0 	0 	16 	0 	0 	0 	0 	16 	0 	0 	0 	0 	16 	0 	0 	0 	0 	0 	0 	0	16 
#Record	17 	15989	0 	17 	0 	0 	0 	0 	17 	0 	0 	0 	0 	17 	0 	0 	0 	0 	17 	0 	0 	0 	0 	17 	0 	0 	0 	0 	0 	0 	0	17 
#Record	18 	20962	0 	18 	0 	0 	0 	0 	18 	0 	0 	0 	0 	18 	0 	0 	0 	0 	18 	0 	0 	0 	0 	18 	0 	0 	0 	0 	0 	0 	0	18 
#Record	19 	27074	0 	19 	0 	0 	0 	0 	19 	0 	0 	0 	0 	19 	0 	0 	0 	0 	19 	0 	0 	0 	0 	19 	0 	0 	0 	0 	0 	0 	0	19 
#Record	20 	34831	0 	20 	25 	0 	0 	0 	20 	25 	0 	0 	0 	20 	25 	0 	0 	0 	20 	25 	0 	0 	0 	20 	25 	0 	0 	0 	0 	0 	300 	20 
#Record	21 	43961	0 	21 	26 	0 	0 	0 	21 	26 	0 	0 	0 	21 	26 	0 	0 	0 	21 	26 	0 	0 	0 	21 	26 	0 	0 	0 	0 	0 	340 	21 
#Record	22 	54760	0 	22 	27 	0 	0 	0 	22 	27 	0 	0 	0 	22 	27 	0 	0 	0 	22 	27 	0 	0 	0 	22 	27 	0 	0 	0 	0 	0 	370 	22 
#Record	23 	67535	0 	23 	28 	0 	0 	0 	23 	28 	0 	0 	0 	23 	28 	0 	0 	0 	23 	28 	0 	0 	0 	23 	28 	0 	0 	0 	0 	0 	400 	23 
#Record	24 	82645	0 	24 	29 	0 	0 	0 	24 	29 	0 	0 	0 	24 	29 	0 	0 	0 	24 	29 	0 	0 	0 	24 	29 	0 	0 	0 	0 	0 	450 	24 
#Record	25 	100517	0 	25 	30 	0 	0 	0 	25 	30 	0 	0 	0 	25 	30 	0 	0 	0 	25 	30 	0 	0 	0 	25 	30 	0 	0 	0 	0 	0 	490 	25 
#Record	26 	121656	0 	26 	31 	0 	0 	0 	26 	31 	0 	0 	0 	26 	31 	0 	0 	0 	26 	31 	0 	0 	0 	26 	31 	0 	0 	0 	0 	0 	550 	26 
#Record	27 	146657	0 	27 	32 	0 	0 	0 	27 	32 	0 	0 	0 	27 	32 	0 	0 	0 	27 	32 	0 	0 	0 	27 	32 	0 	0 	0 	0 	0 	600 	27 
#Record	28 	176227	0 	28 	33 	0 	0 	0 	28 	33 	0 	0 	0 	28 	33 	0 	0 	0 	28 	33 	0 	0 	0 	28 	33 	0 	0 	0 	0 	0 	670 	28 
#Record	29 	211198	0 	29 	34 	0 	0 	0 	29 	34 	0 	0 	0 	29 	34 	0 	0 	0 	29 	34 	0 	0 	0 	29 	34 	0 	0 	0 	0 	0 	730 	29 
#Record	30 	251989	0 	30 	35 	0 	0 	0 	30 	35 	0 	0 	0 	30 	35 	0 	0 	0 	30 	35 	0 	0 	0 	30 	35 	0 	0 	0 	0 	0 	800 	30 
#Record	31 	299796	0 	31 	36 	0 	0 	0 	31 	36 	0 	0 	0 	31 	36 	0 	0 	0 	31 	36 	0 	0 	0 	31 	36 	0 	0 	0 	0 	0 	860 	31 
#Record	32 	355552	0 	32 	37 	0 	0 	0 	32 	37 	0 	0 	0 	32 	37 	0 	0 	0 	32 	37 	0 	0 	0 	32 	37 	0 	0 	0 	0 	0 	950 	32 
#Record	33 	420576	0 	33 	38 	0 	0 	0 	33 	38 	0 	0 	0 	33 	38 	0 	0 	0 	33 	38 	0 	0 	0 	33 	38 	0 	0 	0 	0 	0 	1030 	33 
#Record	34 	496399	0 	34 	39 	0 	0 	0 	34 	39 	0 	0 	0 	34 	39 	0 	0 	0 	34 	39 	0 	0 	0 	34 	39 	0 	0 	0 	0 	0 	1130 	34 
#Record	35 	584809	0 	35 	40 	0 	0 	0 	35 	40 	0 	0 	0 	35 	40 	0 	0 	0 	35 	40 	0 	0 	0 	35 	40 	0 	0 	0 	0 	0 	1230 	35 
#Record	36 	687887	0 	36 	41 	0 	0 	0 	36 	41 	0 	0 	0 	36 	41 	0 	0 	0 	36 	41 	0 	0 	0 	36 	41 	0 	0 	0 	0 	0 	1340 	36 
#Record	37 	808056	0 	37 	42 	0 	0 	0 	37 	42 	0 	0 	0 	37 	42 	0 	0 	0 	37 	42 	0 	0 	0 	37 	42 	0 	0 	0 	0 	0 	1470 	37 
#Record	38 	948139	0 	38 	43 	0 	0 	0 	38 	43 	0 	0 	0 	38 	43 	0 	0 	0 	38 	43 	0 	0 	0 	38 	43 	0 	0 	0 	0 	0 	1600 	38 
#Record	39 	1111423	0 	39 	44 	0 	0 	0 	39 	44 	0 	0 	0 	39 	44 	0 	0 	0 	39 	44 	0 	0 	0 	39 	44 	0 	0 	0 	0 	0 	1740 	39 
#Record	40 	1302861	0 	40 	45 	0 	0 	0 	40 	45 	0 	0 	0 	40 	45 	0 	0 	0 	40 	45 	0 	0 	0 	40 	45 	0 	0 	0 	0 	0 	1890 	40 
#Record	41 	1522988	0 	41 	46 	0 	0 	0 	41 	46 	0 	0 	0 	41 	46 	0 	0 	0 	41 	46 	0 	0 	0 	41 	46 	0 	0 	0 	0 	0 	2040 	41 
#Record	42 	1776059	0 	42 	47 	0 	0 	0 	42 	47 	0 	0 	0 	42 	47 	0 	0 	0 	42 	47 	0 	0 	0 	42 	47 	0 	0 	0 	0 	0 	2210 	42 
#Record	43 	2066959	0 	43 	48 	0 	0 	0 	43 	48 	0 	0 	0 	43 	48 	0 	0 	0 	43 	48 	0 	0 	0 	43 	48 	0 	0 	0 	0 	0 	2380 	43 
#Record	44 	2401289	0 	44 	49 	0 	0 	0 	44 	49 	0 	0 	0 	44 	49 	0 	0 	0 	44 	49 	0 	0 	0 	44 	49 	0 	0 	0 	0 	0 	2580 	44 
#Record	45 	2785476	0 	45 	50 	0 	0 	0 	45 	50 	0 	0 	0 	45 	50 	0 	0 	0 	45 	50 	0 	0 	0 	45 	50 	0 	0 	0 	0 	0 	2790 	45 
#Record	46 	3226886	0 	46 	51 	0 	0 	0 	46 	51 	0 	0 	0 	46 	51 	0 	0 	0 	46 	51 	0 	0 	0 	46 	51 	0 	0 	0 	0 	0 	3010 	46 
#Record	47 	3733970	0 	47 	52 	0 	0 	0 	47 	52 	0 	0 	0 	47 	52 	0 	0 	0 	47 	52 	0 	0 	0 	47 	52 	0 	0 	0 	0 	0 	3250 	47 
#Record	48 	4316414	0 	48 	53 	0 	0 	0 	48 	53 	0 	0 	0 	48 	53 	0 	0 	0 	48 	53 	0 	0 	0 	48 	53 	0 	0 	0 	0 	0 	3530 	48 
#Record	49 	4985326	0 	49 	54 	0 	0 	0 	49 	54 	0 	0 	0 	49 	54 	0 	0 	0 	49 	54 	0 	0 	0 	49 	54 	0 	0 	0 	0 	0 	3810 	49 
#Record	50 	5749259	0 	50 	55 	0 	0 	0 	50 	55 	0 	0 	0 	50 	55 	0 	0 	0 	50 	55 	0 	0 	0 	50 	55 	0 	0 	0 	0 	0 	4080 	50 
#Record	51 	6624043	0 	51 	56 	0 	0 	0 	51 	56 	0 	0 	0 	51 	56 	0 	0 	0 	51 	56 	0 	0 	0 	51 	56 	0 	0 	0 	0 	0 	4360 	51 
#Record	52 	7615870	0 	52 	57 	0 	0 	0 	52 	57 	0 	0 	0 	52 	57 	0 	0 	0 	52 	57 	0 	0 	0 	52 	57 	0 	0 	0 	0 	0 	4670 	52 
#Record	53 	8740014	0 	53 	58 	0 	0 	0 	53 	58 	0 	0 	0 	53 	58 	0 	0 	0 	53 	58 	0 	0 	0 	53 	58 	0 	0 	0 	0 	0 	4990 	53 
#Record	54 	10013706	0 	54 	59 	0 	0 	0 	54 	59 	0 	0 	0 	54 	59 	0 	0 	0 	54 	59 	0 	0 	0 	54 	59 	0 	0 	0 	0 	0 	5340 	54 
#Record	55 	11456380	0 	55 	60 	0 	0 	0 	55 	60 	0 	0 	0 	55 	60 	0 	0 	0 	55 	60 	0 	0 	0 	55 	60 	0 	0 	0 	0 	0 	5720 	55 
#Record	56 	13089953	0 	56 	61 	0 	0 	0 	56 	61 	0 	0 	0 	56 	61 	0 	0 	0 	56 	61 	0 	0 	0 	56 	61 	0 	0 	0 	0 	0 	6120 	56 
#Record	57 	14939136	0 	57 	62 	0 	0 	0 	57 	62 	0 	0 	0 	57 	62 	0 	0 	0 	57 	62 	0 	0 	0 	57 	62 	0 	0 	0 	0 	0 	6550 	57 
#Record	58 	17031783	0 	58 	63 	0 	0 	0 	58 	63 	0 	0 	0 	58 	63 	0 	0 	0 	58 	63 	0 	0 	0 	58 	63 	0 	0 	0 	0 	0 	7010 	58 
#Record	59 	19476916	0 	59 	64 	0 	0 	0 	59 	64 	0 	0 	0 	59 	64 	0 	0 	0 	59 	64 	0 	0 	0 	59 	64 	0 	0 	0 	0 	0 	7500 	59 
#Record	60 	22314364	0 	60 	65 	75 	0 	0 	60 	65 	75 	0 	0 	60 	65 	75 	0 	0 	60 	65 	75 	0 	0 	60 	65 	75 	0 	0 	75 	75	7950 	60 
#Record	61 	25553106	0 	61 	66 	76 	0 	0 	61 	66 	76 	0 	0 	61 	66 	76 	0 	0 	61 	66 	76 	0 	0 	61 	66 	76 	0 	0 	76 	76	8430 	61 
#Record	62 	29242905	0 	62 	67 	77 	0 	0 	62 	67 	77 	0 	0 	62 	67 	77 	0 	0 	62 	67 	77 	0 	0 	62 	67 	77 	0 	0 	77 	77	8940 	62 
#Record	63 	33439284	0 	63 	68 	78 	0 	0 	63 	68 	78 	0 	0 	63 	68 	78 	0 	0 	63 	68 	78 	0 	0 	63 	68 	78 	0 	0 	78 	78	9470 	63 
#Record	64 	38204153	0 	64 	69 	79 	0 	0 	64 	69 	79 	0 	0 	64 	69 	79 	0 	0 	64 	69 	79 	0 	0 	64 	69 	79 	0 	0 	79 	79	10040 	64 
#Record	65 	43606527	0 	65 	70 	80 	0 	0 	65 	70 	80 	0 	0 	65 	70 	80 	0 	0 	65 	70 	80 	0 	0 	65 	70 	80 	0 	0 	80 	80	10640 	65 
#Record	66 	49723293	0 	66 	71 	81 	0 	0 	66 	71 	81 	0 	0 	66 	71 	81 	0 	0 	66 	71 	81 	0 	0 	66 	71 	81 	0 	0 	81 	81	11280 	66 
#Record	67 	56640089	0 	67 	72 	82 	0 	0 	67 	72 	82 	0 	0 	67 	72 	82 	0 	0 	67 	72 	82 	0 	0 	67 	72 	82 	0 	0 	82 	82	11960 	67 
#Record	68 	64452252	0 	68 	73 	83 	0 	0 	68 	73 	83 	0 	0 	68 	73 	83 	0 	0 	68 	73 	83 	0 	0 	68 	73 	83 	0 	0 	83 	83	12680 	68 
#Record	69 	73265883	0 	69 	74 	84 	0 	0 	69 	74 	84 	0 	0 	69 	74 	84 	0 	0 	69 	74 	84 	0 	0 	69 	74 	84 	0 	0 	84 	84	13440 	69 
#Record	70 	83152840	0 	70 	75 	85 	0 	0 	70 	75 	85 	0 	0 	70 	75 	85 	0 	0 	70 	75 	85 	0 	0 	70 	75 	85 	0 	0 	85 	85	14110 	70 
#Record	71 	93849429	0 	71 	76 	86 	0 	0 	71 	76 	86 	0 	0 	71 	76 	86 	0 	0 	71 	76 	86 	0 	0 	71 	76 	86 	0 	0 	86 	86	14810 	71 
#Record	72 	105400073	0 	72 	77 	87 	0 	0 	72 	77 	87 	0 	0 	72 	77 	87 	0 	0 	72 	77 	87 	0 	0 	72 	77 	87 	0 	0 	87 	87	15560 	72 
#Record	73 	117847194	0 	73 	78 	88 	0 	0 	73 	78 	88 	0 	0 	73 	78 	88 	0 	0 	73 	78 	88 	0 	0 	73 	78 	88 	0 	0 	88 	88	16340 	73 
#Record	74 	131229953	0 	74 	79 	89 	0 	0 	74 	79 	89 	0 	0 	74 	79 	89 	0 	0 	74 	79 	89 	0 	0 	74 	79 	89 	0 	0 	89 	89	17160 	74 
#Record	75 	145582710	0 	75 	80 	90 	0 	0 	75 	80 	90 	0 	0 	75 	80 	90 	0 	0 	75 	80 	90 	0 	0 	75 	80 	90 	0 	0 	90 	90	18010 	75 
#Record	76 	160933132	0 	76 	81 	91 	0 	0 	76 	81 	91 	0 	0 	76 	81 	91 	0 	0 	76 	81 	91 	0 	0 	76 	81 	91 	0 	0 	91 	91	18920 	76 
#Record	77 	177299894	0 	77 	82 	92 	0 	0 	77 	82 	92 	0 	0 	77 	82 	92 	0 	0 	77 	82 	92 	0 	0 	77 	82 	92 	0 	0 	92 	92	19860 	77 
#Record	78 	194689908	0 	78 	83 	93 	0 	0 	78 	83 	93 	0 	0 	78 	83 	93 	0 	0 	78 	83 	93 	0 	0 	78 	83 	93 	0 	0 	93 	93	20850 	78 
#Record	79 	213094968	0 	79 	84 	94 	0 	0 	79 	84 	94 	0 	0 	79 	84 	94 	0 	0 	79 	84 	94 	0 	0 	79 	84 	94 	0 	0 	94 	94	21900 	79 
#Record	80 	232676948	0 	80 	85 	95 	0 	0 	80 	85 	95 	0 	0 	80 	85 	95 	0 	0 	80 	85 	95 	0 	0 	80 	85 	95 	0 	0 	95 	95	23000 	80 
#Record	81 	255500868	0 	81 	86 	96 	0 	0 	81 	86 	96 	0 	0 	81 	86 	96 	0 	0 	81 	86 	96 	0 	0 	81 	86 	96 	0 	0 	96 	96	24140 	81 
#Record	82 	283605963	0 	82 	87 	97 	0 	0 	82 	87 	97 	0 	0 	82 	87 	97 	0 	0 	82 	87 	97 	0 	0 	82 	87 	97 	0 	0 	97 	97	25350 	82 
#Record	83 	317638678	0 	83 	88 	98 	0 	0 	83 	88 	98 	0 	0 	83 	88 	98 	0 	0 	83 	88 	98 	0 	0 	83 	88 	98 	0 	0 	98 	98	26620 	83 
#Record	84 	358931707	0 	84 	89 	99 	0 	0 	84 	89 	99 	0 	0 	84 	89 	99 	0 	0 	84 	89 	99 	0 	0 	84 	89 	99 	0 	0 	99 	99	27950 	84 
#Record	85 	409182145	0 	85 	90 	100 	0 	0 	85 	90 	100 	0 	0 	85 	90 	100 	0 	0 	85 	90 	100 	0 	0 	85 	90 	100 	0 	0 	100 	100	29340 	85 
#Record	86 	470559468	0 	86 	91 	101 	0 	0 	86 	91 	101 	0 	0 	86 	91 	101 	0 	0 	86 	91 	101 	0 	0 	86 	91 	101 	0 	0 	101 	101	30820 	86 
#Record	87 	545848982	0 	87 	92 	102 	0 	0 	87 	92 	102 	0 	0 	87 	92 	102 	0 	0 	87 	92 	102 	0 	0 	87 	92 	102 	0 	0 	102 	102	32360 	87 
#Record	88 	638643309	0 	88 	93 	103 	0 	0 	88 	93 	103 	0 	0 	88 	93 	103 	0 	0 	88 	93 	103 	0 	0 	88 	93 	103 	0 	0 	103 	103	33970 	88 
#Record	89 	753599105	0 	89 	94 	104 	0 	0 	89 	94 	104 	0 	0 	89 	94 	104 	0 	0 	89 	94 	104 	0 	0 	89 	94 	104 	0 	0 	104 	104	35670 	89 
#Record	90 	887815106	0 	90 	95 	105 	0 	0 	90 	95 	105 	0 	0 	90 	95 	105 	0 	0 	90 	95 	105 	0 	0 	90 	95 	105 	0 	0 	105 	105	37460 	90 
#Record	91 	1054616732	0 	91 	96 	106 	0 	0 	91 	96 	106 	0 	0 	91 	96 	106 	0 	0 	91 	96 	106 	0 	0 	91 	96 	106 	0 	0 	106 	106	39330 	91 
#Record	92 	1263064957	0 	92 	97 	107 	0 	0 	92 	97 	107 	0 	0 	92 	97 	107 	0 	0 	92 	97 	107 	0 	0 	92 	97 	107 	0 	0 	107 	107	41300 	92 
#Record	93 	1525053276	0 	93 	98 	108 	0 	0 	93 	98 	108 	0 	0 	93 	98 	108 	0 	0 	93 	98 	108 	0 	0 	93 	98 	108 	0 	0 	108 	108	43360 	93 
#Record	94 	1778116804	0 	94 	99 	109 	0 	0 	94 	99 	109 	0 	0 	94 	99 	109 	0 	0 	94 	99 	109 	0 	0 	94 	99 	109 	0 	0 	109 	109	45540 	94 
#Record	95 	2059489134	0 	95 	100 	110 	0 	0 	95 	100 	110 	0 	0 	95 	100 	110 	0 	0 	95 	100 	110 	0 	0 	95 	100 	110 	0 	0 	110 	110	47810 	95 
#Record	96 	2362355184	0 	96 	101 	111 	0 	0 	96 	101 	111 	0 	0 	96 	101 	111 	0 	0 	96 	101 	111 	0 	0 	96 	101 	111 	0 	0 	111 	111	50200 	96 
#Record	97 	2701439676	0 	97 	102 	112 	0 	0 	97 	102 	112 	0 	0 	97 	102 	112 	0 	0 	97 	102 	112 	0 	0 	97 	102 	112 	0 	0 	112 	112	52710 	97 
#Record	98 	3053271387	0 	98 	103 	113 	0 	0 	98 	103 	113 	0 	0 	98 	103 	113 	0 	0 	98 	103 	113 	0 	0 	98 	103 	113 	0 	0 	113 	113	55350 	98 
#Record	99 	3405509613	0 	99 	104 	114 	0 	0 	99 	104 	114 	0 	0 	99 	104 	114 	0 	0 	99 	104 	114 	0 	0 	99 	104 	114 	0 	0 	114 	114	58110 	99 
#Record	100 	3761165088	0 	100 	105 	115 	130 	130 	100 	105 	115 	130 	130 	100 	105 	115 	130 	130 	100 	105 	115 	130 	130 	100 	105 	115 	130 	130 	115 	130 	61020 	100 
#Record	101 	4184498702	0 	101 	106 	116 	131 	131 	101 	106 	116 	131 	131 	101 	106 	116 	131 	131 	101 	106 	116 	131 	131 	101 	106 	116 	131 	131 	116 	131 	64070 	101 
#Record	102 	4633595340	0 	102 	107 	117 	132 	132 	102 	107 	117 	132 	132 	102 	107 	117 	132 	132 	102 	107 	117 	132 	132 	102 	107 	117 	132 	132 	117 	132 	67270 	102 
#Record	103 	5216883224	0 	103 	108 	118 	133 	133 	103 	108 	118 	133 	133 	103 	108 	118 	133 	133 	103 	108 	118 	133 	133 	103 	108 	118 	133 	133 	118 	133 	70640 	103 
#Record	104 	5981426455	0 	104 	109 	119 	134 	134 	104 	109 	119 	134 	134 	104 	109 	119 	134 	134 	104 	109 	119 	134 	134 	104 	109 	119 	134 	134 	119 	134 	74170 	104 
#Record	105 	6892995846	0 	105 	110 	120 	135 	135 	105 	110 	120 	135 	135 	105 	110 	120 	135 	135 	105 	110 	120 	135 	135 	105 	110 	120 	135 	135 	120 	135 	77880 	105 
#Record	106 	8007096338	0 	106 	111 	121 	136 	136 	106 	111 	121 	136 	136 	106 	111 	121 	136 	136 	106 	111 	121 	136 	136 	106 	111 	121 	136 	136 	121 	136 	81770 	106 
#Record	107 	9241487622	0 	107 	112 	122 	137 	137 	107 	112 	122 	137 	137 	107 	112 	122 	137 	137 	107 	112 	122 	137 	137 	107 	112 	122 	137 	137 	122 	137 	85860 	107 
#Record	108 	10644781029	0 	108 	113 	123 	138 	138 	108 	113 	123 	138 	138 	108 	113 	123 	138 	138 	108 	113 	123 	138 	138 	108 	113 	123 	138 	138 	123 	138 	90150 	108 
#Record	109 	12241498184	0 	109 	114 	124 	139 	139 	109 	114 	124 	139 	139 	109 	114 	124 	139 	139 	109 	114 	124 	139 	139 	109 	114 	124 	139 	139 	124 	139 	94660 	109 
#Record	110 	14076610048	0 	110 	115 	125 	140 	140 	110 	115 	125 	140 	140 	110 	115 	125 	140 	140 	110 	115 	125 	140 	140 	110 	115 	125 	140 	140 	125 	140 	111328 	110 
#Record	111 	16242242363	0 	111 	116 	126 	141 	141 	111 	116 	126 	141 	141 	111 	116 	126 	141 	141 	111 	116 	126 	141 	141 	111 	116 	126 	141 	141 	126 	141 	118982 	111 
#Record	112 	18931957698	0 	112 	117 	127 	142 	142 	112 	117 	127 	142 	142 	112 	117 	127 	142 	142 	112 	117 	127 	142 	142 	112 	117 	127 	142 	142 	127 	142 	127124 	112 
#Record	113 	22113748008	0 	113 	118 	128 	143 	143 	113 	118 	128 	143 	143 	113 	118 	128 	143 	143 	113 	118 	128 	143 	143 	113 	118 	128 	143 	143 	128 	143 	135783 	113 
#Record	114 	26042190301	0 	114 	119 	129 	144 	144 	114 	119 	129 	144 	144 	114 	119 	129 	144 	144 	114 	119 	129 	144 	144 	114 	119 	129 	144 	144 	129 	144 	144984 	114 
#Record	115 	31250628361	0 	115 	120 	130 	145 	145 	115 	120 	130 	145 	145 	115 	120 	130 	145 	145 	115 	120 	130 	145 	145 	115 	120 	130 	145 	145 	130 	145 	152418 	115 
#Record	116 	37301589388	0 	116 	121 	131 	146 	146 	116 	121 	131 	146 	146 	116 	121 	131 	146 	146 	116 	121 	131 	146 	146 	116 	121 	131 	146 	146 	131 	146 	159852 	116 
#Record	117 	43781464343	0 	117 	122 	132 	147 	147 	117 	122 	132 	147 	147 	117 	122 	132 	147 	147 	117 	122 	132 	147 	147 	117 	122 	132 	147 	147 	132 	147 	167844 	117 
#Record	118 	50840506525	0 	118 	123 	133 	148 	148 	118 	123 	133 	148 	148 	118 	123 	133 	148 	148 	118 	123 	133 	148 	148 	118 	123 	133 	148 	148 	133 	148 	176244 	118 
#Record	119 	58390137833	0 	119 	124 	134 	149 	149 	119 	124 	134 	149 	149 	119 	124 	134 	149 	149 	119 	124 	134 	149 	149 	119 	124 	134 	149 	149 	134 	149 	185040 	119 
#Record	120 	66430358267	0 	120 	125 	135 	150 	150 	120 	125 	135 	150 	150 	120 	125 	135 	150 	150 	120 	125 	135 	150 	150 	120 	125 	135 	150 	150 	135 	150 	161920 	120 
#Record	121 	74893748196	0 	121 	126 	136 	151 	151 	121 	126 	136 	151 	151 	121 	126 	136 	151 	151 	121 	126 	136 	151 	151 	121 	126 	136 	151 	151 	136 	151 	202330 	121 
#Record	122 	83802579701	0 	122 	127 	137 	152 	152 	122 	127 	137 	152 	152 	122 	127 	137 	152 	152 	122 	127 	137 	152 	152 	122 	127 	137 	152 	152 	137 	152 	212440 	122 
#Record	123 	93180297075	0 	123 	128 	138 	153 	153 	123 	128 	138 	153 	153 	123 	128 	138 	153 	153 	123 	128 	138 	153 	153 	123 	128 	138 	153 	153 	138 	153 	223080 	123 
#Record	124 	103051578520	0 	124 	129 	139 	154 	154 	124 	129 	139 	154 	154 	124 	129 	139 	154 	154 	124 	129 	139 	154 	154 	124 	129 	139 	154 	154 	139 	154 	234220 	124 
#Record	125 	113442401095	0 	125 	130 	140 	155 	155 	125 	130 	140 	155 	155 	125 	130 	140 	155 	155 	125 	130 	140 	155 	155 	125 	130 	140 	155 	155 	140 	155 	245940 	125 
#Record	126 	124653551768	0 	126 	131 	141 	156 	156 	126 	131 	141 	156 	156 	126 	131 	141 	156 	156 	126 	131 	141 	156 	156 	126 	131 	141 	156 	156 	141 	156 	258240 	126 
#Record	127 	136786898113	0 	127 	132 	142 	157 	157 	127 	132 	142 	157 	157 	127 	132 	142 	157 	157 	127 	132 	142 	157 	157 	127 	132 	142 	157 	157 	142 	157 	271150 	127 
#Record	128 	149842440131	0 	128 	133 	143 	158 	158 	128 	133 	143 	158 	158 	128 	133 	143 	158 	158 	128 	133 	143 	158 	158 	128 	133 	143 	158 	158 	143 	158 	284710 	128 
